date,ticker,name,country,sector,fund,side,abs_shares,price_usd,price_local,currency,gross_exposure_usd,borrow_rate_pct,htb_flag,daily_borrow_cost_usd,annual_borrow_cost_usd,prime_broker
3/6/25,8630 JP,Sompo Holdings,JP,Financials,Asia Long/Short,Short,10400,118.7625,17755,JPY,1235130,3,N,102.9275,37053.9,Prime A
3/6/25,7269 JP,Suzuki Motor,JP,Industrials,Asia Alpha Master,Short,34800,97.1839,14529,JPY,3381999.72,3,N,281.83331,101459.9916,Prime B
3/6/25,3311 HK,China State Construction International,HK,Financials,Quant Asia,Short,99000,34.2634,267.94,HKD,3392076.6,3,N,282.67305,101762.298,Prime B
3/6/25,000270 KS,Kia,KR,Consumer Discretionary,Quant Asia,Short,71000,86.5826,114722,KRW,6147364.6,3,N,512.2803833,184420.938,Prime A
3/6/25,316 HK,Orient Overseas Container Line,HK,Financials,Asia Alpha Master,Short,65600,12.6777,99.14,HKD,831657.12,2.997,N,69.23545524,24924.76389,Prime B
3/6/25,329180 KS,HD Hyundai Heavy Industries,KR,Information Technology,Asia Long/Short,Short,84400,40.1932,53256,KRW,3392306.08,2.761,N,260.1710302,93661.57087,Prime A
3/6/25,014680 KS,Hansol Chemical,KR,Information Technology,Asia Long/Short,Short,9700,63.6491,84335,KRW,617396.27,2.75,N,47.16221507,16978.39743,Prime B
3/6/25,8454 TT,momo.com Inc.,TW,Information Technology,Quant Asia,Short,608200,9.8516,313.28,TWD,5991743.12,2.75,N,457.7025994,164772.9358,Prime B
3/6/25,2884 TT,E.SUN Bank,TW,Financials,Quant Asia,Short,1033800,3.2792,104.28,TWD,3390036.96,2.75,N,258.9611567,93226.0164,Prime B
3/6/25,4994 TT,X-Legend Entertainment,TW,Information Technology,Asia Alpha Master,Short,337300,9.0245,286.98,TWD,3043963.85,2.75,N,232.5250163,83709.00588,Prime A
3/6/25,3222 TT,Himax,TW,Information Technology,Asia Long/Short,Short,408700,8.2921,263.69,TWD,3388981.27,2.64,N,248.5252931,89469.10553,Prime B
3/6/25,2609 TT,Yang Ming,TW,Information Technology,Quant Asia,Short,493400,4.0437,128.59,TWD,1995161.58,2.602,N,144.2058453,51914.10431,Prime B
3/6/25,142 HK,First Pacific Company,HK,Financials,Asia Alpha Master,Short,14937300,0.5422,4.24,HKD,8099004.06,2.531,N,569.4049799,204985.7928,Prime A
3/6/25,051905 KS,LG Household & Health Care,KR,Information Technology,Asia Alpha Master,Short,15200,47.4189,62830,KRW,720767.28,2.5,N,50.05328333,18019.182,Prime B
3/6/25,055550 KS,Shinhan Financial Group,KR,Financials,Quant Asia,Short,337500,10.043,13307,KRW,3389512.5,2.5,N,235.3828125,84737.8125,Prime B
3/6/25,2801 TT,Chang Hwa Commercial Bank,TW,Financials,Asia Long/Short,Short,134100,5.0651,161.07,TWD,679229.91,2.5,N,47.16874375,16980.74775,Prime A
3/6/25,6482 TT,Fun Yours Technology,TW,Information Technology,Quant Asia,Short,1158300,1.617,51.42,TWD,1872971.1,2.303,N,119.8181234,43134.52443,Prime C
3/6/25,9531 JP,Tokyo Gas,JP,Industrials,Quant Asia,Short,4000,143.5385,21459,JPY,574154,2.25,N,35.884625,12918.465,Prime C
3/6/25,28 HK,Tian An China Investments Company,HK,Financials,Asia Long/Short,Short,287400,17.922,140.15,HKD,5150782.8,2.25,N,321.923925,115892.613,Prime A
3/6/25,836 HK,China Resources Power Holdings,HK,Financials,Asia Long/Short,Short,10300,35.1867,275.16,HKD,362423.01,2.25,N,22.65143813,8154.517725,Prime A
3/6/25,030200 KS,KT Corporation,KR,Communication Services,Quant Asia,Short,151200,14.7977,19607,KRW,2237412.24,2.25,N,139.838265,50341.7754,Prime B
3/6/25,2232 HK,Crystal International,HK,Financials,Asia Alpha Master,Short,134400,27.5,215.05,HKD,3696000,2.217,N,227.612,81940.32,Prime B
3/6/25,011170 KS,LOTTE Chemical,KR,Materials,Quant Asia,Short,271600,6.4204,8507,KRW,1743780.64,2,N,96.87670222,34875.6128,Prime C
3/6/25,6971 JP,Kyocera,JP,Information Technology,Quant Asia,Short,11200,146.3612,21881,JPY,1639245.44,2,N,91.06919111,32784.9088,Prime B
3/6/25,005930 KS,Samsung,KR,Information Technology,Asia Long/Short,Short,53500,56.8883,75377,KRW,3043524.05,2,N,169.0846694,60870.481,Prime A
3/6/25,1301 TT,Formosa Plastics,TW,Materials,Quant Asia,Short,568600,14.539,462.34,TWD,8266875.4,2,N,459.2708556,165337.508,Prime A
3/6/25,7532 JP,Pan Pacific International Holdings,JP,Industrials,Quant Asia,Short,21900,58.5151,8748,JPY,1281480.69,2,N,71.19337167,25629.6138,Prime C
3/6/25,4 HK,Wharf Holdings,HK,Financials,Asia Long/Short,Short,2110300,3.5639,27.87,HKD,7520898.17,1.791,N,374.164684,134699.2862,Prime A
3/6/25,2317 TT,Foxconn (Hon Hai Precision Industry),TW,Information Technology,Quant Asia,Short,518600,2.7748,88.24,TWD,1439011.28,1.75,N,69.95193722,25182.6974,Prime A
3/6/25,086280 KS,Hyundai Glovis,KR,Industrials,Asia Alpha Master,Short,47000,57.9306,76758,KRW,2722738.2,1.75,N,132.3553292,47647.9185,Prime A
3/6/25,6488 TT,GlobalWafers,TW,Information Technology,Asia Long/Short,Short,545800,4.3371,137.92,TWD,2367189.18,1.75,N,115.0716963,41425.81065,Prime A
3/6/25,122870 KS,YG Entertainment,KR,Information Technology,Quant Asia,Short,206400,32.4777,43033,KRW,6703397.28,1.75,N,325.85959,117309.4524,Prime A
3/6/25,9503 JP,KEPCO,JP,Industrials,Asia Alpha Master,Short,3500,319.291,47734,JPY,1117518.5,1.75,N,54.32381597,19556.57375,Prime B
3/6/25,6542 TT,Gamesparcs,TW,Information Technology,Asia Alpha Master,Short,313000,9.7245,309.24,TWD,3043768.5,1.522,N,128.6837683,46326.15657,Prime B
3/6/25,7741 JP,Hoya,JP,Health Care,Asia Long/Short,Short,3300,288.2943,43100,JPY,951371.19,1.5,N,39.64046625,14270.56785,Prime C
3/6/25,3037 TT,Unimicron,TW,Information Technology,Quant Asia,Short,143400,18.8208,598.5,TWD,2698902.72,1.5,N,112.45428,40483.5408,Prime C
3/6/25,2 HK,CLP Group,HK,Utilities,Quant Asia,Short,125800,24.2046,189.28,HKD,3044938.68,1.5,N,126.872445,45674.0802,Prime A
3/6/25,2778 HK,Champion REIT,HK,Financials,Asia Long/Short,Short,1258800,2.4182,18.91,HKD,3044030.16,1.5,N,126.83459,45660.4524,Prime B
3/6/25,4307 JP,Nomura Research Institute,JP,Information Technology,Asia Alpha Master,Short,18400,337.8729,50512,JPY,6216861.36,1.492,N,257.6543653,92755.57149,Prime B
3/6/25,3659 JP,Nexon,JP,Industrials,Quant Asia,Short,36400,86.0268,12861,JPY,3131375.52,1.25,N,108.7283167,39142.194,Prime B
3/6/25,271560 KS,ORION,KR,Information Technology,Quant Asia,Short,38200,79.5879,105454,KRW,3040257.78,1.25,N,105.5645063,38003.22225,Prime A
3/6/25,8411 JP,Mizuho Financial Group,JP,Financials,Asia Alpha Master,Short,21900,343.8796,51410,JPY,7530963.24,1.25,N,261.4917792,94137.0405,Prime A
3/6/25,2345 TT,Accton Technology,TW,Information Technology,Asia Alpha Master,Short,158200,19.245,611.99,TWD,3044559,1.25,N,105.7138542,38056.9875,Prime B
3/6/25,9532 JP,Osaka Gas,JP,Industrials,Asia Long/Short,Short,30100,58.3278,8720,JPY,1755666.78,1.21,N,59.00991122,21243.56804,Prime A
3/6/25,1313 HK,China Resources Building Materials Technology,HK,Financials,Quant Asia,Short,137400,14.5831,114.04,HKD,2003717.94,1,N,55.65883167,20037.1794,Prime C
3/6/25,868 HK,Xinyi Glass Holdings,HK,Financials,Asia Alpha Master,Short,216100,8.2711,64.68,HKD,1787384.71,1,N,49.64957528,17873.8471,Prime B
3/6/25,1199 HK,COSCO SHIPPING Ports,HK,Financials,Quant Asia,Short,150300,13.6355,106.63,HKD,2049415.65,1,N,56.9282125,20494.1565,Prime B
3/6/25,2353 TT,Acer,TW,Information Technology,Quant Asia,Short,170800,15.1494,481.75,TWD,2587517.52,1,N,71.87548667,25875.1752,Prime A
3/6/25,144 HK,China Merchants Port,HK,Financials,Asia Long/Short,Short,123900,24.5742,192.17,HKD,3044743.38,1,N,84.576205,30447.4338,Prime C
3/6/25,2357 TT,ASUS,TW,Information Technology,Asia Long/Short,Short,240900,13.0028,413.49,TWD,3132374.52,1,N,87.01040333,31323.7452,Prime A
3/6/25,058470 KS,LEENO Industrial,KR,Information Technology,Asia Alpha Master,Short,96500,79.5419,105393,KRW,7675793.35,1,N,213.2164819,76757.9335,Prime A
3/6/25,9432 JP,NTT (Nippon Telegraph & Telephone),JP,Communication Services,Quant Asia,Short,10300,327.9599,49030,JPY,3377986.97,1,N,93.83297139,33779.8697,Prime A
3/6/25,3008 TT,Largan Precision,TW,Information Technology,Asia Alpha Master,Short,474400,5.0635,161.02,TWD,2402124.4,1,N,66.72567778,24021.244,Prime C
3/6/25,151 HK,Want Want China,HK,Financials,Quant Asia,Short,68900,9.9693,77.96,HKD,686884.77,1,N,19.0801325,6868.8477,Prime B
3/6/25,1908 HK,C&D International Investment Group,HK,Financials,Asia Alpha Master,Short,23600,17.9399,140.29,HKD,423381.64,0.962,N,11.31369827,4072.931377,Prime A
3/6/25,033780 KS,KT&G (Korea Tobacco),KR,Consumer Staples,Asia Long/Short,Short,11100,89.3034,118327,KRW,991267.74,0.75,N,20.65141125,7434.50805,Prime B
3/6/25,4519 JP,Chugai Pharmaceutical,JP,Health Care,Asia Alpha Master,Short,13900,218.8896,32724,JPY,3042565.44,0.5,N,42.25785333,15212.8272,Prime B
3/6/25,440 HK,Dah Sing Financial,HK,Financials,Quant Asia,Short,139300,21.8683,171.01,HKD,3046254.19,0.75,N,63.46362896,22846.90643,Prime B
3/6/25,2382 TT,Quanta Computer,TW,Information Technology,Asia Long/Short,Short,230500,14.7075,467.7,TWD,3390078.75,0.749,N,70.53247177,25391.68984,Prime A
3/6/25,035900 KS,JYP Entertainment,KR,Information Technology,Quant Asia,Short,41600,73.1698,96950,KRW,3043863.68,0.727,N,61.46913598,22128.88895,Prime C
3/6/25,036570 KS,NCsoft,KR,Communication Services,Quant Asia,Short,456800,6.0483,8014,KRW,2762863.44,0.25,N,19.18655167,6907.1586,Prime B
3/6/25,62 HK,Transport International Holdings,HK,Financials,Quant Asia,Short,90000,29.9412,234.14,HKD,2694708,0.5,N,37.4265,13473.54,Prime B
3/6/25,002380 KS,KCC Corp,KR,Industrials,Asia Long/Short,Short,49500,50.7592,67256,KRW,2512580.4,0.25,N,17.448475,6281.451,Prime C
3/6/25,009540 KS,HD Korea Shipbuilding & Offshore Engineering,KR,Industrials,Quant Asia,Short,74900,41.2777,54693,KRW,3091699.73,0.5,N,42.94027403,15458.49865,Prime A
3/6/25,8015 JP,Toyota Tsusho,JP,Industrials,Asia Long/Short,Short,3300,359.8863,53803,JPY,1187624.79,0.25,N,8.247394375,2969.061975,Prime B
3/6/25,2881 TT,Fubon Financial,TW,Financials,Asia Long/Short,Short,1386000,2.4459,77.78,TWD,3390017.4,0.5,N,47.083575,16950.087,Prime A
3/6/25,034020 KS,Doosan Enerbility,KR,Information Technology,Asia Alpha Master,Short,50800,49.877,66087,KRW,2533751.6,0.365,N,25.68942594,9248.19334,Prime C
3/6/25,008930 KS,Hanmi Pharmaceutical,KR,Information Technology,Quant Asia,Short,11100,40.9366,54241,KRW,454396.26,0.356,N,4.493474127,1617.650686,Prime C
3/6/25,14 HK,Hysan Development,HK,Financials,Asia Long/Short,Short,121500,27.0831,211.79,HKD,3290596.65,0.344,N,31.4434791,11319.65248,Prime A
3/6/25,303 HK,Vtech,HK,Financials,Asia Long/Short,Short,29200,28.7136,224.54,HKD,838437.12,0.338,N,7.87199296,2833.917466,Prime A
3/6/25,4904 TT,Far EasTone,TW,Communication Services,Asia Alpha Master,Short,971700,2.7736,88.2,TWD,2695107.12,0.25,N,18.71602167,6737.7678,Prime A
